"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"142",0.500371548245242,0.97333412552922,0.84770947551792,0.419616487242703,0.51487304252472,0.77334840681581,0.588096413264566,0.935272534766313,0.661014751568891,0.538545732435427,0.775684084277909,0.988755306402222,0.818555325635549,0.501251810589495,0.886816749818423,0.973206777090466,0.713919333694492,0.530864650196885,0.629180204509064,0.889659445412495,0.483991517734086,0.838616700518619,0.56035115339306,0.520907148902613,0.628894100899108,0.626671323189828,0.337078179349282
"143",0.494796866498672,0.961104562585621,0.836354421660402,0.41450287495264,0.50895754790045,0.764655173913375,0.581620975606734,0.924440612893023,0.652758886499298,0.529953174069641,0.762118373187335,0.970837400164583,0.803907512686836,0.492671927139921,0.872130155062255,0.957309792064321,0.702130344011559,0.521926432925877,0.618156528836707,0.873903065706178,0.475362347597408,0.823195459546962,0.54956233692469,0.509436013465293,0.613856139076827,0.611902727347961,0.329137482770039
"144",0.487608170291724,0.949302348073745,0.827183703514624,0.409294810280728,0.50246004233351,0.754838500521453,0.574102783437683,0.912777788627643,0.644846279274491,0.524533268337526,0.754966337868066,0.962064612185584,0.796428783131644,0.487638850793461,0.862652334139891,0.946652471072109,0.694943984893688,0.517652878101297,0.615767304635794,0.871575626062329,0.474459269594127,0.821392821687154,0.548112283925593,0.507357420759771,0.611095661593699,0.608952772015377,0.327547852272795
"145",0.483768287477091,0.943413173786442,0.822857447153268,0.406101700019203,0.496464116106604,0.744721356521024,0.565878531439067,0.900100527963737,0.63633865391311,0.519007723611599,0.747903811463126,0.953535301678834,0.789652178087211,0.4840861675443,0.85712184179104,0.940920612461568,0.689779712677746,0.512173439164449,0.60517417961033,0.854987123694342,0.46487701589707,0.805994398923869,0.539067084964303,0.502649620470993,0.608154202309537,0.605738321155153,0.325814732999696
"146",0.477204942761183,0.930771133250138,0.811910637114532,0.400735443055503,0.490193574749661,0.735470747521297,0.558922902846843,0.888989849736413,0.628431092153102,0.512394354521714,0.738269454813774,0.941193822985833,0.778640417625793,0.475675304739497,0.840132632189797,0.921333978700769,0.676716206092323,0.504563016686518,0.601413798688536,0.851735619957998,0.463822720143261,0.803228116428855,0.5362488240066,0.497144062183796,0.599534733839462,0.597224632938487,0.321236425216062
"147",0.469341460558833,0.914983993714764,0.797911683548045,0.394759044411638,0.485714731242064,0.730269716400273,0.555621231110077,0.88398750703881,0.62517501081341,0.510610154621703,0.736253274595011,0.938915765142768,0.776825868887705,0.474713926281534,0.838621146255763,0.919759891280017,0.674524040068727,0.501087708659257,0.592681136408812,0.837575607546212,0.455493495145557,0.789125671020833,0.527166122596272,0.489713332315606,0.591596159326338,0.588988603135662,0.316801654559726
"148",0.465576379715746,0.907202455422834,0.790901994123551,0.391040062919377,0.479800824191157,0.720664663185931,0.548047614748081,0.871402238213108,0.615672220680441,0.500977671663648,0.721174415787976,0.919065903347627,0.76175715899858,0.468349426297637,0.830981120288952,0.912993481261964,0.669465080617812,0.49757462188973,0.589139304399602,0.83281170655389,0.452986315454239,0.784680481804276,0.524091673426682,0.486545150885674,0.587823665121274,0.5850051475325,0.314655754644133
"149",0.464167698047995,0.904542879118342,0.788626639013253,0.389291327627829,0.475543537621097,0.713141008366778,0.541760301947741,0.862095566637393,0.609873149589093,0.498673496740892,0.719398464729799,0.917607843054407,0.758872408981595,0.463062258491487,0.817175401241872,0.895853348191969,0.657581776829566,0.489463855972419,0.581340597357986,0.822496866148192,0.447622243987174,0.774579846553167,0.516510252208583,0.477020958045459,0.573400315387083,0.571779854482621,0.307558676775575
"150",0.455235074220202,0.886847191109235,0.773052426719775,0.38194982807867,0.467502302008544,0.701579939002686,0.533265197601829,0.847870732906992,0.599015804166923,0.48732875323635,0.70146541537562,0.893917263376214,0.741069446479927,0.455957971216302,0.809408235128943,0.889475533053846,0.652019175313816,0.484293926172956,0.572628775641153,0.809163333337377,0.440015960583149,0.762630043358028,0.509795009497785,0.474555392360208,0.573683042337035,0.57136764138938,0.307326891337756
"151",0.448841752704129,0.875155352115342,0.763247890902936,0.376777529341155,0.460798937428546,0.691320514455795,0.525305041361309,0.835994178271968,0.591502217686687,0.483944155282534,0.698334995836085,0.890843355402387,0.737912112327424,0.452739072521328,0.80208795587678,0.880715726221028,0.645942743291809,0.480215955724701,0.568896763750602,0.80431877161162,0.437529959114956,0.758169675277314,0.506656866126428,0.471168666263382,0.569736729245187,0.56704032948353,0.304993561394327
"152",0.44061393242327,0.859162780095539,0.749325706282872,0.370312548214288,0.454382994756099,0.682494660443141,0.518948017044952,0.825937717135776,0.584454705369693,0.478388935288205,0.690452560934616,0.880856502923036,0.729199822385572,0.446471138700772,0.789819158611813,0.866724594369244,0.635508226912775,0.472012271977336,0.558061955168634,0.788561710804248,0.428808320415898,0.742434556720826,0.495499696510317,0.458883147213429,0.552416985421611,0.550867878135168,0.296310361768734
"153",0.439033186464933,0.857716891571702,0.748894029619291,0.369177341809798,0.451421123205322,0.677206895093543,0.51456097928571,0.818895659049164,0.579404347021073,0.474046379611029,0.684052579918977,0.872623919214467,0.722844934122119,0.443546181896453,0.785866429779701,0.862932992882906,0.632946187355588,0.470643869769504,0.557782090668157,0.78869304065918,0.429063092390784,0.742108940780911,0.494490260475303,0.455588718278114,0.546837157633738,0.545362155633237,0.293349695293435
