ID,Lambda,rho,Target,Background
008,438.9,5.93,Lithotamnion,NA
008,440.5,5.94,Lithotamnion,NA
008,442.1,5.99,Lithotamnion,NA
008,443.7,6.08,Lithotamnion,NA
008,445.3,6.19,Lithotamnion,NA
008,446.9,6.35,Lithotamnion,NA
008,448.5,6.55,Lithotamnion,NA
008,450.1,6.77,Lithotamnion,NA
008,451.7,6.99,Lithotamnion,NA
008,453.3,7.21,Lithotamnion,NA
008,454.9,7.39,Lithotamnion,NA
008,456.5,7.55,Lithotamnion,NA
008,458.1,7.66,Lithotamnion,NA
008,459.6,7.72,Lithotamnion,NA
008,461.2,7.75,Lithotamnion,NA
008,462.8,7.76,Lithotamnion,NA
008,464.4,7.77,Lithotamnion,NA
008,466,7.77,Lithotamnion,NA
008,467.6,7.78,Lithotamnion,NA
008,469.2,7.8,Lithotamnion,NA
008,470.8,7.82,Lithotamnion,NA
008,472.4,7.86,Lithotamnion,NA
008,473.9,7.88,Lithotamnion,NA
008,475.5,7.9,Lithotamnion,NA
008,477.1,7.91,Lithotamnion,NA
008,478.7,7.89,Lithotamnion,NA
008,480.3,7.85,Lithotamnion,NA
008,481.8,7.79,Lithotamnion,NA
008,483.4,7.69,Lithotamnion,NA
008,485,7.58,Lithotamnion,NA
008,486.6,7.44,Lithotamnion,NA
008,488.2,7.28,Lithotamnion,NA
008,489.7,7.14,Lithotamnion,NA
008,491.3,7.04,Lithotamnion,NA
008,492.9,6.95,Lithotamnion,NA
008,494.5,6.88,Lithotamnion,NA
008,496,6.85,Lithotamnion,NA
008,497.6,6.85,Lithotamnion,NA
008,499.2,6.9,Lithotamnion,NA
008,500.8,6.99,Lithotamnion,NA
008,502.4,7.12,Lithotamnion,NA
008,503.9,7.28,Lithotamnion,NA
008,505.5,7.47,Lithotamnion,NA
008,507.1,7.69,Lithotamnion,NA
008,508.6,7.9,Lithotamnion,NA
008,510.2,8.11,Lithotamnion,NA
008,511.8,8.3,Lithotamnion,NA
008,513.4,8.46,Lithotamnion,NA
008,514.9,8.59,Lithotamnion,NA
008,516.5,8.68,Lithotamnion,NA
008,518.1,8.75,Lithotamnion,NA
008,519.6,8.77,Lithotamnion,NA
008,521.2,8.77,Lithotamnion,NA
008,522.8,8.76,Lithotamnion,NA
008,524.3,8.74,Lithotamnion,NA
008,525.9,8.71,Lithotamnion,NA
008,527.5,8.67,Lithotamnion,NA
008,529,8.6,Lithotamnion,NA
008,530.6,8.55,Lithotamnion,NA
008,532.2,8.5,Lithotamnion,NA
008,533.7,8.44,Lithotamnion,NA
008,535.3,8.39,Lithotamnion,NA
008,536.9,8.35,Lithotamnion,NA
008,538.4,8.31,Lithotamnion,NA
008,540,8.29,Lithotamnion,NA
008,541.5,8.26,Lithotamnion,NA
008,543.1,8.23,Lithotamnion,NA
008,544.7,8.23,Lithotamnion,NA
008,546.2,8.22,Lithotamnion,NA
008,547.8,8.22,Lithotamnion,NA
008,549.3,8.23,Lithotamnion,NA
008,550.9,8.24,Lithotamnion,NA
008,552.5,8.26,Lithotamnion,NA
008,554,8.27,Lithotamnion,NA
008,555.6,8.26,Lithotamnion,NA
008,557.1,8.25,Lithotamnion,NA
008,558.7,8.21,Lithotamnion,NA
008,560.2,8.14,Lithotamnion,NA
008,561.8,8.07,Lithotamnion,NA
008,563.3,8,Lithotamnion,NA
008,564.9,7.94,Lithotamnion,NA
008,566.4,7.93,Lithotamnion,NA
008,568,7.96,Lithotamnion,NA
008,569.5,8.08,Lithotamnion,NA
008,571.1,8.3,Lithotamnion,NA
008,572.7,8.63,Lithotamnion,NA
008,574.2,9.08,Lithotamnion,NA
008,575.8,9.65,Lithotamnion,NA
008,577.3,10.32,Lithotamnion,NA
008,578.8,11.08,Lithotamnion,NA
008,580.4,11.9,Lithotamnion,NA
008,581.9,12.74,Lithotamnion,NA
008,583.5,13.57,Lithotamnion,NA
008,585,14.38,Lithotamnion,NA
008,586.6,15.14,Lithotamnion,NA
008,588.1,15.84,Lithotamnion,NA
008,589.7,16.48,Lithotamnion,NA
008,591.2,17.08,Lithotamnion,NA
008,592.8,17.59,Lithotamnion,NA
008,594.3,18.03,Lithotamnion,NA
008,595.8,18.4,Lithotamnion,NA
008,597.4,18.69,Lithotamnion,NA
008,598.9,18.89,Lithotamnion,NA
008,600.5,19,Lithotamnion,NA
008,602,19.05,Lithotamnion,NA
008,603.5,19.01,Lithotamnion,NA
008,605.1,18.9,Lithotamnion,NA
008,606.6,18.71,Lithotamnion,NA
008,608.1,18.45,Lithotamnion,NA
008,609.7,18.14,Lithotamnion,NA
008,611.2,17.79,Lithotamnion,NA
008,612.7,17.46,Lithotamnion,NA
008,614.3,17.11,Lithotamnion,NA
008,615.8,16.8,Lithotamnion,NA
008,617.3,16.5,Lithotamnion,NA
008,618.9,16.27,Lithotamnion,NA
008,620.4,16.06,Lithotamnion,NA
008,621.9,15.93,Lithotamnion,NA
008,623.5,15.79,Lithotamnion,NA
008,625,15.77,Lithotamnion,NA
008,626.5,15.73,Lithotamnion,NA
008,628,15.75,Lithotamnion,NA
008,629.6,15.84,Lithotamnion,NA
008,631.1,15.92,Lithotamnion,NA
008,632.6,16.05,Lithotamnion,NA
008,634.2,16.18,Lithotamnion,NA
008,635.7,16.38,Lithotamnion,NA
008,637.2,16.62,Lithotamnion,NA
008,638.7,16.88,Lithotamnion,NA
008,640.2,17.22,Lithotamnion,NA
008,641.8,17.51,Lithotamnion,NA
008,643.3,17.8,Lithotamnion,NA
008,644.8,18.02,Lithotamnion,NA
008,646.3,18.22,Lithotamnion,NA
008,647.8,18.38,Lithotamnion,NA
008,649.4,18.42,Lithotamnion,NA
008,650.9,18.36,Lithotamnion,NA
008,652.4,18.16,Lithotamnion,NA
008,653.9,17.84,Lithotamnion,NA
008,655.4,17.4,Lithotamnion,NA
008,656.9,17.01,Lithotamnion,NA
008,658.5,16.42,Lithotamnion,NA
008,660,15.63,Lithotamnion,NA
008,661.5,14.71,Lithotamnion,NA
008,663,13.77,Lithotamnion,NA
008,664.5,12.86,Lithotamnion,NA
008,666,12.03,Lithotamnion,NA
008,667.5,11.44,Lithotamnion,NA
008,669,11.02,Lithotamnion,NA
008,670.5,10.64,Lithotamnion,NA
008,672,10.34,Lithotamnion,NA
008,673.5,10.12,Lithotamnion,NA
008,675,10.02,Lithotamnion,NA
008,676.5,10.09,Lithotamnion,NA
008,678,10.13,Lithotamnion,NA
008,679.5,10.3,Lithotamnion,NA
008,681,10.39,Lithotamnion,NA
008,682.5,10.71,Lithotamnion,NA
008,684,10.89,Lithotamnion,NA
008,685.5,11.38,Lithotamnion,NA
008,687,12.37,Lithotamnion,NA
008,688.5,13.32,Lithotamnion,NA
008,690,14.03,Lithotamnion,NA
008,691.5,14.92,Lithotamnion,NA
008,693,16.14,Lithotamnion,NA
008,694.5,17.79,Lithotamnion,NA
008,696,19.46,Lithotamnion,NA
008,697.5,21.56,Lithotamnion,NA
008,699,23.91,Lithotamnion,NA
008,700.5,26.9,Lithotamnion,NA
008,702,30.39,Lithotamnion,NA
008,703.5,34.06,Lithotamnion,NA
008,705,38.01,Lithotamnion,NA
008,706.5,42.14,Lithotamnion,NA
008,707.9,47,Lithotamnion,NA
008,709.4,51.97,Lithotamnion,NA
008,710.9,57.61,Lithotamnion,NA
008,712.4,63.39,Lithotamnion,NA
008,713.9,71.09,Lithotamnion,NA
008,715.3,81.1,Lithotamnion,NA
008,716.8,91.58,Lithotamnion,NA
008,718.3,104.09,Lithotamnion,NA
008,719.8,119.43,Lithotamnion,NA
008,721.3,130,Lithotamnion,NA
008,722.8,141.54,Lithotamnion,NA
008,724.2,148.7,Lithotamnion,NA
008,725.7,144.55,Lithotamnion,NA
008,727.2,166.67,Lithotamnion,NA
008,728.7,173.75,Lithotamnion,NA
008,730.1,162.5,Lithotamnion,NA
008,731.6,175.71,Lithotamnion,NA
008,733.1,174.29,Lithotamnion,NA
008,734.5,167.69,Lithotamnion,NA
008,736,141.43,Lithotamnion,NA
008,737.5,144.62,Lithotamnion,NA
008,738.9,148.33,Lithotamnion,NA
008,740.4,132.31,Lithotamnion,NA
008,741.9,168,Lithotamnion,NA
008,743.3,160,Lithotamnion,NA
008,744.8,168.89,Lithotamnion,NA
008,746.3,160,Lithotamnion,NA
008,747.7,127.27,Lithotamnion,NA
008,749.2,134,Lithotamnion,NA
008,750.7,120,Lithotamnion,NA
008,752.1,122,Lithotamnion,NA
008,753.6,124.44,Lithotamnion,NA
008,755,137.5,Lithotamnion,NA
008,756.5,127.5,Lithotamnion,NA
008,757.9,134.29,Lithotamnion,NA
008,759.4,128.57,Lithotamnion,NA
008,760.8,122.86,Lithotamnion,NA
008,762.3,91.11,Lithotamnion,NA
008,763.7,88.89,Lithotamnion,NA
008,765.2,92.5,Lithotamnion,NA
008,766.6,92.5,Lithotamnion,NA
008,768.1,97.14,Lithotamnion,NA
008,769.5,91.43,Lithotamnion,NA
008,771,70,Lithotamnion,NA
008,772.4,108,Lithotamnion,NA
008,773.9,68.57,Lithotamnion,NA
008,775.3,57.5,Lithotamnion,NA
008,776.8,86.67,Lithotamnion,NA
008,778.2,83.33,Lithotamnion,NA
008,779.6,84,Lithotamnion,NA
008,781.1,80,Lithotamnion,NA
008,782.5,80,Lithotamnion,NA
008,784,70,Lithotamnion,NA
008,785.4,66.67,Lithotamnion,NA
008,786.8,80,Lithotamnion,NA
008,788.3,56,Lithotamnion,NA
008,789.7,60,Lithotamnion,NA
008,791.1,48,Lithotamnion,NA
008,792.5,60,Lithotamnion,NA
008,794,60,Lithotamnion,NA
008,795.4,76,Lithotamnion,NA
008,796.8,75,Lithotamnion,NA
008,798.3,60,Lithotamnion,NA
008,799.7,33.33,Lithotamnion,NA
008,801.1,36.67,Lithotamnion,NA
008,802.5,65,Lithotamnion,NA
008,804,75,Lithotamnion,NA
008,805.4,50,Lithotamnion,NA
008,806.8,50,Lithotamnion,NA
008,808.2,35,Lithotamnion,NA
008,809.6,40,Lithotamnion,NA
008,811.1,50,Lithotamnion,NA
008,812.5,60,Lithotamnion,NA
008,813.9,55,Lithotamnion,NA
008,815.3,40,Lithotamnion,NA
008,816.7,25,Lithotamnion,NA
008,818.1,25,Lithotamnion,NA
008,819.5,30,Lithotamnion,NA
008,821,32,Lithotamnion,NA
008,822.4,45,Lithotamnion,NA
008,823.8,40,Lithotamnion,NA
008,825.2,33.33,Lithotamnion,NA
008,826.6,25,Lithotamnion,NA
008,828,15,Lithotamnion,NA
008,829.4,33.33,Lithotamnion,NA
008,830.8,30,Lithotamnion,NA
008,832.2,33.33,Lithotamnion,NA
008,833.6,40,Lithotamnion,NA
008,835,0,Lithotamnion,NA
008,836.4,13.33,Lithotamnion,NA
008,837.8,20,Lithotamnion,NA
008,839.2,33.33,Lithotamnion,NA
008,840.6,40,Lithotamnion,NA
008,842,30,Lithotamnion,NA
008,843.3,20,Lithotamnion,NA
008,844.7,30,Lithotamnion,NA
008,846.1,20,Lithotamnion,NA
008,847.5,13.33,Lithotamnion,NA
008,848.9,13.33,Lithotamnion,NA
008,850.3,0,Lithotamnion,NA
008,851.7,0,Lithotamnion,NA
008,853.1,6.67,Lithotamnion,NA
008,854.5,13.33,Lithotamnion,NA
008,855.8,40,Lithotamnion,NA
008,857.2,13.33,Lithotamnion,NA
008,858.6,60,Lithotamnion,NA
008,860,40,Lithotamnion,NA
008,861.3,10,Lithotamnion,NA
008,862.7,0,Lithotamnion,NA
008,864.1,0,Lithotamnion,NA
008,865.5,0,Lithotamnion,NA
008,866.8,-30,Lithotamnion,NA
008,868.2,-20,Lithotamnion,NA
008,869.6,0,Lithotamnion,NA
008,871,40,Lithotamnion,NA
008,872.3,10,Lithotamnion,NA
008,873.7,10,Lithotamnion,NA
008,875,0,Lithotamnion,NA
008,876.4,0,Lithotamnion,NA
008,877.8,0,Lithotamnion,NA
008,879.1,13.33,Lithotamnion,NA
008,880.5,10,Lithotamnion,NA
008,881.9,0,Lithotamnion,NA
008,883.2,0,Lithotamnion,NA
008,884.6,-40,Lithotamnion,NA
008,885.9,0,Lithotamnion,NA
008,887.3,0,Lithotamnion,NA
008,888.6,10,Lithotamnion,NA
008,890,-6.67,Lithotamnion,NA
008,891.3,0,Lithotamnion,NA
008,892.7,20,Lithotamnion,NA
008,894,0,Lithotamnion,NA
008,895.4,60,Lithotamnion,NA
008,896.7,1309,Lithotamnion,NA
008,898.1,20,Lithotamnion,NA
008,899.4,-270.1,Lithotamnion,NA
008,900.8,10,Lithotamnion,NA
008,902.1,0,Lithotamnion,NA
008,903.5,10,Lithotamnion,NA
008,904.8,0,Lithotamnion,NA
008,906.1,-20,Lithotamnion,NA
008,907.5,-20,Lithotamnion,NA
008,908.8,20,Lithotamnion,NA
008,910.1,13.33,Lithotamnion,NA
008,911.5,0,Lithotamnion,NA
008,912.8,20,Lithotamnion,NA
008,914.1,0,Lithotamnion,NA
008,915.5,-20,Lithotamnion,NA
008,916.8,-10,Lithotamnion,NA
008,918.1,0,Lithotamnion,NA
008,919.4,0,Lithotamnion,NA
008,920.8,60,Lithotamnion,NA
008,922.1,80,Lithotamnion,NA
008,923.4,20,Lithotamnion,NA
008,924.7,-40,Lithotamnion,NA
008,926,0,Lithotamnion,NA
008,927.3,-10,Lithotamnion,NA
008,928.7,0,Lithotamnion,NA
008,930,40,Lithotamnion,NA
008,931.3,20,Lithotamnion,NA
008,932.6,0,Lithotamnion,NA
008,933.9,-10,Lithotamnion,NA
008,935.2,20,Lithotamnion,NA
008,936.5,30,Lithotamnion,NA
008,937.8,100,Lithotamnion,NA
008,939.2,432.95,Lithotamnion,NA
008,940.5,0,Lithotamnion,NA
008,941.8,10,Lithotamnion,NA
008,943.1,20,Lithotamnion,NA
008,944.4,0,Lithotamnion,NA
008,945.7,60,Lithotamnion,NA
008,947,0,Lithotamnion,NA
008,948.2,-80,Lithotamnion,NA
008,949.5,-60,Lithotamnion,NA
008,950.8,0,Lithotamnion,NA
008,952.1,20,Lithotamnion,NA
008,953.4,2632,Lithotamnion,NA
008,954.7,30,Lithotamnion,NA
008,956,-20,Lithotamnion,NA
008,957.3,-10,Lithotamnion,NA
008,958.6,-6.67,Lithotamnion,NA
008,959.8,0,Lithotamnion,NA
008,961.1,-10,Lithotamnion,NA
008,962.4,-40,Lithotamnion,NA
008,963.7,-80,Lithotamnion,NA
008,965,-40,Lithotamnion,NA
008,966.2,0,Lithotamnion,NA
008,967.5,20,Lithotamnion,NA
008,968.8,20,Lithotamnion,NA
008,970.1,20,Lithotamnion,NA
008,971.3,40,Lithotamnion,NA
008,972.6,-20,Lithotamnion,NA
008,973.9,0,Lithotamnion,NA
008,975.1,0,Lithotamnion,NA
008,976.4,0,Lithotamnion,NA
008,977.7,0,Lithotamnion,NA
008,978.9,20,Lithotamnion,NA
008,980.2,-1564.4,Lithotamnion,NA
008,981.4,20,Lithotamnion,NA
008,982.7,10,Lithotamnion,NA
008,983.9,20,Lithotamnion,NA
008,985.2,2545.65,Lithotamnion,NA
008,986.5,866.3,Lithotamnion,NA
008,987.7,0,Lithotamnion,NA
008,989,-40,Lithotamnion,NA
008,990.2,0,Lithotamnion,NA
008,991.4,-20,Lithotamnion,NA
008,992.7,20,Lithotamnion,NA
008,993.9,40,Lithotamnion,NA
008,995.2,40,Lithotamnion,NA
008,996.4,20,Lithotamnion,NA
008,997.6,-1070.65,Lithotamnion,NA
008,998.9,0,Lithotamnion,NA
008,1000.1,40,Lithotamnion,NA
008,1001.3,0,Lithotamnion,NA
008,1002.6,-20,Lithotamnion,NA
008,1003.8,0,Lithotamnion,NA
008,1005,0,Lithotamnion,NA
008,1006.2,0,Lithotamnion,NA
008,1007.5,100,Lithotamnion,NA
008,1008.7,1048.15,Lithotamnion,NA
008,1009.9,-40,Lithotamnion,NA
008,1011.1,0,Lithotamnion,NA
008,1012.3,-10,Lithotamnion,NA
008,1013.6,0,Lithotamnion,NA
008,1014.8,40,Lithotamnion,NA
008,1016,60,Lithotamnion,NA
008,1017.2,0,Lithotamnion,NA
008,1018.4,0,Lithotamnion,NA
008,1019.6,0,Lithotamnion,NA
008,1020.8,-1167.6,Lithotamnion,NA
008,1022,40,Lithotamnion,NA
008,1023.2,0,Lithotamnion,NA
008,1024.4,0,Lithotamnion,NA
008,1025.6,-20,Lithotamnion,NA
008,1026.8,0,Lithotamnion,NA
008,1028,2812.9,Lithotamnion,NA
008,1029.2,20,Lithotamnion,NA
008,1030.4,0,Lithotamnion,NA
008,1031.6,60,Lithotamnion,NA
008,1032.8,0,Lithotamnion,NA
008,1033.9,-20,Lithotamnion,NA
008,1035.1,20,Lithotamnion,NA
008,1036.3,-20,Lithotamnion,NA
008,1037.5,0,Lithotamnion,NA
008,1038.6,3756.7,Lithotamnion,NA
008,1039.8,0,Lithotamnion,NA
008,1041,0,Lithotamnion,NA
008,1042.2,0,Lithotamnion,NA
008,1043.3,-40,Lithotamnion,NA
008,1044.5,0,Lithotamnion,NA
008,1045.6,20,Lithotamnion,NA
008,1046.8,-40,Lithotamnion,NA
008,1048,0,Lithotamnion,NA
008,1049.1,0,Lithotamnion,NA
008,1050.3,0,Lithotamnion,NA
008,1051.4,30,Lithotamnion,NA
008,1052.6,0,Lithotamnion,NA
008,1053.7,-2669.05,Lithotamnion,NA
008,1054.9,0,Lithotamnion,NA
008,1056,0,Lithotamnion,NA
008,1057.1,0,Lithotamnion,NA
008,1058.3,0,Lithotamnion,NA
008,1059.4,-3003.1,Lithotamnion,NA
008,1060.5,-3087.95,Lithotamnion,NA
008,1061.7,0,Lithotamnion,NA
008,1062.8,20,Lithotamnion,NA
008,1063.9,-20,Lithotamnion,NA
008,1065.1,6836.2,Lithotamnion,NA
008,1066.2,0,Lithotamnion,NA
008,1067.3,60,Lithotamnion,NA
008,1068.4,-20,Lithotamnion,NA
008,1069.5,20,Lithotamnion,NA
008,1070.6,0,Lithotamnion,NA
008,1071.7,20,Lithotamnion,NA
008,1072.8,10,Lithotamnion,NA
