"station_id","sample_id","project","station","boat","date","time","datetime","lat","lon","station_waterbody","water_depth","SZ","FU","sampling_type","depth","sal","Chl","PHAEO","SPM","PIM","DOC","TOC","DN","TN","NO2","NO3","PO4","SiO4","pico_PE_CYAN","nano_PE_CYAN","picoeukaryote","nanoeukaryotes","pico_PC_CYAN","nano_PC_CYAN","LNA","HNA","Chl_c3","Chlide_a","Mg_DVP","Chl_c2","Chl_c1","Me.chlide_a","Perid","Chl_a_deg","Phide_a","Chl_a_deg.1","But.fuco","Fuco","Neo","Pras","Viola","Hex.fuco","Diadino","Anth","Allo","Diato","Zea","Lut","Croco","Chl_b","Chl_a_deg.2","Chl_a_allom","MV_Chl_a","Tot_Chl_a","Phytin_a","beta.epi.Car","beta.beta.Car"
"wiseman-MAN-R06-2019-08-24T12:30:00Z","wiseman-69","wiseman","MAN-R06","saucier","2019-08-24","12:30:00","2019-08-24T12:30:00Z",49.13,-68.1153,"ocean",3,999,NA,"surface",0,24.6904,3.021477403,0.607201912,6.448,5.238133333,1.927,1.958666667,0.1091,0.118733333,0.064,1.937,0.20358454,12.11186424,21206,322,7733,3278,61,6,806867,1663767,0.035403227,0.048403633,0.040665392,0.264435104,0.065238511,NA,0.083516476,NA,0.098785244,NA,0.019606638,0.750942041,0.016825582,0.053584684,0.038019464,0.033121485,0.133369319,NA,0.257185326,0.015658597,0.021064302,0.013759511,0.023722144,0.213275618,NA,NA,2.482355785,2.530759418,0.059770784,0.013965709,0.064331294
"wiseman-MAN-R07-2019-08-24T13:10:00Z","wiseman-70","wiseman","MAN-R07","saucier","2019-08-24","13:10:00","2019-08-24T13:10:00Z",49.1312,-68.0961,"ocean",36,5,NA,"surface",0,25.7191,2.800972121,0.406759079,9.564266667,7.922133333,2.239333333,1.826666667,0.115233333,0.110433333,0.062,1.387,0.147110417,8.840200482,27239,161,7961,2956,11,22,869306,1647806,0.036608268,0.063743268,0.046539343,0.273780656,0.081340961,NA,0.096040832,NA,0.097632688,NA,0.017330437,0.973952105,0.011469105,0.039103672,0.030937702,0.036781913,0.176918008,NA,0.158601218,0.028558562,0.026047358,0.011882968,0.015508787,0.14424797,NA,NA,2.372019223,2.435762491,0.057590941,0.003509835,0.067739873
"wiseman-MAN-R07-2019-08-24T13:10:00Z","wiseman-71","wiseman","MAN-R07","saucier","2019-08-24","13:10:00","2019-08-24T13:10:00Z",49.1312,-68.0961,"ocean",36,5,NA,"subsurface",5,28.7626,4.233247273,0.480439127,3.999733333,2.997066667,1.379666667,1.421,0.104333333,0.1044,0.057,1.115,0.224028877,2.41507011,26556,578,7706,3856,6,0,837194,1764111,0.080226958,0.067487561,0.033364527,0.381424304,0.096920926,NA,0.075017543,NA,0.158560278,NA,0.030190669,1.404886539,0.018732529,0.055185211,0.028615347,0.056033275,0.135972752,NA,0.235921151,0.02169806,0.023378867,0.012180944,0.024996459,0.221244132,NA,NA,3.430613166,3.498100727,0.081087325,0.016677603,0.096049276
"wiseman-MAN-R08-2019-08-24T14:05:00Z","wiseman-72","wiseman","MAN-R08","saucier","2019-08-24","14:05:00","2019-08-24T14:05:00Z",49.1291,-68.0705,"ocean",77,6,NA,"surface",0,25.8855,3.170078788,0.070289212,6.1236,4.89,1.781666667,1.825,0.100266667,0.107166667,0.063,1.247,0.192659753,9.114203072,21578,167,6622,2933,11,17,782472,1469500,0.033169032,0.053731394,0.055078353,0.287665459,0.078253811,NA,0.113718811,NA,0.095297468,NA,0.025062602,0.930530319,0.016903398,0.049339477,0.041674288,0.032138632,0.193710159,NA,0.223585462,0.031254694,0.020182138,0.012402139,0.020935535,0.187836327,NA,NA,2.630352274,2.684083668,0.05693395,0.006384306,0.071277531
"wiseman-BSL-R29-2019-08-24T14:32:00Z","wiseman-73","wiseman","BSL-R29","zodiac","2019-08-24","14:32:00","2019-08-24T14:32:00Z",49.004,-68.615,"ocean",NA,3.5,NA,"surface",0,19.7221,1.207985455,0.46248586,9.112333333,7.927,2.667333333,2.767,0.1534,0.1543,0.093,4.6,0.337458852,24.61492192,306,0,10161,2472,39,22,567167,1524472,0,0,0.02334172,0.088377219,0.002851463,NA,0.031105305,NA,0.064046127,NA,0,0.400083481,0,0.027314054,0.023155601,0,0.063002908,NA,0.040481907,0.016286548,0.014876433,0.008773461,0,0.099644848,NA,NA,0.992916153,0.992916153,0.042747035,0,0.02567912
"wiseman-OUT-R21-2019-08-24T12:33:00Z","wiseman-74","wiseman","OUT-R21","kildir","2019-08-24","12:33:00","2019-08-24T12:33:00Z",49.07177,-68.33379,"ocean",2.4,2.25,14,"surface",0,24.7997,1.872024242,1.612342691,8.869,7.663,1.897333333,1.904333333,0.159833333,0.1602,0.126,5.431,0.52913276,14.65093974,3200,100,6156,3306,94,50,565639,1464833,0,0.019957043,0.030026176,0.178318612,0.006337679,NA,0.048311613,NA,0.187637044,NA,0,0.793369869,0,0.036917719,0.024877723,0,0.097859595,NA,0.123998479,0.036028866,0.014273402,0,0.009032912,0.118936566,NA,NA,1.772542098,1.792499141,0.076437871,0,0.044813244
"wiseman-OUT-R22-2019-08-24T13:36:00Z","wiseman-75","wiseman","OUT-R22","kildir","2019-08-24","13:36:00","2019-08-24T13:36:00Z",49.05127,-68.33171,"ocean",8.2,2.4,14,"surface",0,24.0051,1.992116364,1.04652513,34.277,29.62,2.054,2.188,0.161433333,0.159733333,0.122,4.835,0.457025542,16.44520954,3506,22,5556,2244,122,33,501389,1382194,0,0.025724937,0.030564196,0.191497388,0.006292409,NA,0.050884681,NA,0.145248262,NA,0,0.92790843,0,0.023949739,0,0,0.109988707,NA,0.045702428,0.025742969,0.019955403,0,0,0.062455663,NA,NA,1.842488532,1.868213469,0.095596387,0,0.044033402
"wiseman-OUT-R22-2019-08-24T13:36:00Z","wiseman-76","wiseman","OUT-R22","kildir","2019-08-24","13:36:00","2019-08-24T13:36:00Z",49.05127,-68.33171,"ocean",8.2,2.4,14,"subsurface",4.5,27.8449,3.193037576,1.560538246,7.916666667,6.805333333,1.416,1.459,0.167666667,0.1745,0.148,6.752,0.690221207,10.35478554,611,6,4567,2478,67,6,409639,1157278,0.031138001,0.044755981,0.032219309,0.294836087,0.112726282,NA,0.061185919,NA,0.320714124,NA,0.047747084,1.437742747,0,0.021120322,0,0,0.144065061,NA,0.109421995,0.053700911,0.015817508,0.014189722,0.008453771,0.072563758,NA,NA,2.516916891,2.561672872,0.151779774,0,0.067647255
"wiseman-OUT-R23-2019-08-24T14:25:00Z","wiseman-77","wiseman","OUT-R23","kildir","2019-08-24","14:25:00","2019-08-24T14:25:00Z",49.0348,-68.3313,"ocean",52,2.25,13,"surface",0,24.9669,4.060526545,0.609333295,12.43733333,10.54266667,1.830333333,1.905333333,0.1378,0.1411,0.121,4.502,0.356969492,12.1769149,456,28,7383,4006,133,28,547944,1754972,0,0.065175949,0.050306746,0.407146374,0.115125357,NA,0.336765593,NA,0.236332415,NA,0.0200392,1.513831006,0,0.026865064,0.021483856,0.032633421,0.302549883,NA,0.105545303,0.033742943,0.009914845,0.008693948,0.011267644,0.13140024,NA,NA,3.469191442,3.534367391,0.109216018,0,0.083056885
"wiseman-OUT-R24-2019-08-24T15:48:00Z","wiseman-78","wiseman","OUT-R24","kildir","2019-08-24","15:48:00","2019-08-24T15:48:00Z",49.0189,-68.3325,"ocean",95,4.75,13,"surface",0,24.6941,2.88574303,0.27536417,5.2355,4.28,1.912333333,1.949666667,0.1438,0.150433333,0.122,4.807,0.39190024,13.62363276,206,39,6489,3100,100,28,445583,1406000,0,0.071729713,0.034748885,0.321181883,0.068521514,NA,0.190477006,NA,0.172881905,NA,0.021450109,1.236400214,0,0.018321697,0.013072579,0.018969722,0.267836426,NA,0.072500414,0.031792897,0.012157822,0.004896067,0.005481923,0.068061465,NA,NA,2.62086692,2.692596633,0.066741983,0,0.063486771
"wiseman-OUT-R25-2019-08-24T16:55:00Z","wiseman-79","wiseman","OUT-R25","kildir","2019-08-24","16:55:00","2019-08-24T16:55:00Z",49.00126,-68.33138,"ocean",115,4.5,14,"surface",0,26.9012,4.083132121,0,22.803,19.368,1.570666667,1.626333333,0.108266667,0.1077,0.06,1.327,0.155647184,5.536278963,50,22,5486,4814,89,17,446111,1223472,0.02455913,0.127643785,0.063809676,0.533841997,0.112445248,NA,0.18031068,NA,0.090991418,NA,0,2.50886826,0,0.016602883,0.025206123,0,0.614758305,NA,0.079861274,0.047059129,0.012971228,0.007587307,0.0072447,0.06995419,NA,NA,4.294431304,4.422075089,0.072229694,0,0.082423628
"wiseman-OUT-R25-2019-08-24T16:55:00Z","wiseman-80","wiseman","OUT-R25","kildir","2019-08-24","16:55:00","2019-08-24T16:55:00Z",49.00126,-68.33138,"ocean",115,4.5,14,"subsurface",5,28.746,6.034881385,0.37702871,5.969066667,4.6824,1.273333333,1.335666667,0.152333333,0.1572,0.104,5.529,0.486248906,6.683327192,128,6,3617,2611,222,11,349250,984944,0.054587267,0.179916864,0.067896569,0.675813503,0.222710473,NA,0.123816485,NA,0.20746574,NA,0.031265696,3.413775995,0.012530614,0.011653133,0.011291162,0.028455727,0.340908086,NA,0.064772319,0.033935505,0.009916443,0.004697316,0.008891914,0.084353264,NA,NA,6.055095761,6.235012625,0.116463305,0,0.113681893
"wiseman-MAN-R10-2019-08-24T20:05:00Z","wiseman-81","wiseman","MAN-R10","kildir","2019-08-24","20:05:00","2019-08-24T20:05:00Z",49.12699,-68.01998,"ocean",128,5,14,"surface",0,18.8275,1.704248485,0.148278448,2.5188,1.8472,2.987,3.006666667,0.1317,0.136166667,0.076,3.469,0.19368853,22.61613396,12517,28,4939,3367,17,17,638028,1266361,0.010559781,0.015593585,0.020754053,0.135876652,0.002893715,NA,0.021482456,NA,0.037244811,NA,0,0.338409936,0.009336069,0.015058071,0.009050359,0.013148084,0.089842168,NA,0.267482473,0.012077035,0.019848989,0.009214549,0.018474767,0.073724161,NA,NA,1.354955307,1.370548892,0.023598388,0.005479965,0.027097579
"wiseman-MAN-R10-2019-08-24T20:05:00Z","wiseman-82","wiseman","MAN-R10","kildir","2019-08-24","20:05:00","2019-08-24T20:05:00Z",49.12699,-68.01998,"ocean",128,5,14,"subsurface",5,29.5522,5.262860606,1.093544727,16.2824,13.6368,1.321333333,1.379666667,0.1314,0.130133333,0.137,2.963,0.409830475,3.224097175,17328,361,6228,4717,6,6,681139,1443167,0.089017668,0.061042845,0.058128434,0.426119902,0.09985291,NA,0.091275719,NA,0.187572729,NA,0.054609611,1.615997312,0.039403822,0.084276754,0.033623681,0.084802036,0.188936968,NA,0.336471239,0.029094143,0.021187976,0.017310249,0.033277678,0.257382126,NA,NA,3.951717032,4.012759877,0.09324026,0.018992303,0.074127712
"wiseman-MAN-R09-2019-08-24T21:21:00Z","wiseman-83","wiseman","MAN-R09","kildir","2019-08-24","21:21:00","2019-08-24T21:21:00Z",49.12584,-68.04104,"ocean",106,6,12,"surface",0,26.3248,1.979753939,0.090351661,4.014,2.9564,1.893,1.839333333,0.102796667,0.104633333,0.047,0.986,0.184291853,7.298099712,31178,389,8628,5717,22,39,845222,1738611,0.028249246,0.023309865,0.02239218,0.161892929,0.039167434,NA,0.056800292,NA,0.066925034,NA,0.013870534,0.579591001,0.016610627,0.042761653,0.023194891,0.050514372,0.151589434,NA,0.085884623,0.019209047,0.024599209,0.014294903,0.00813323,0.140328601,NA,NA,1.473872146,1.497182011,0.028640737,0,0.034253493
"wiseman-EXP-WISE-2019-08-25T14:00:00Z","wiseman-84","wiseman","EXP-WISE","kildir","2019-08-25","14:00:00","2019-08-25T14:00:00Z",49.11562,-68.16059,"ocean",2.3,999,13,"surface",0,26.7539,1.963859394,0.742996835,3.924533333,3.08,1.704,1.753,0.1293,0.1378,0.1,2.004,0.406496973,11.11428221,17778,150,5683,1739,33,11,757556,1813056,0,0.013354501,0.027640567,0.151645942,0.002622793,NA,0.025221014,NA,0.090986767,NA,0.019522416,0.326356104,0.02021563,0.052298252,0.036417952,0.039948511,0.063555292,NA,0.324662951,0.022705083,0.023976817,0.017438332,0.026701747,0.173685669,NA,NA,1.755807063,1.769161564,0.047041799,0.013667087,0.044270928
"wiseman-EXP-WISE-2019-08-25T14:00:00Z","wiseman-85","wiseman","EXP-WISE","kildir","2019-08-25","14:00:00","2019-08-25T14:00:00Z",49.11562,-68.16059,"ocean",2.3,999,13,"surface",0,25.6075,1.400738355,0.613418445,7.174933333,5.975466667,1.917,1.909333333,0.1249,0.122666667,0.099,2.022,0.41307012,10.94729012,16061,56,4550,1572,22,17,727306,1759944,0.00950103,0.015636429,0.024789945,0.123631925,0.00241098,NA,0.025556212,NA,0.078587054,NA,0,0.301211968,0.014617974,0.035066891,0.024512857,0.024818042,0.0605722,NA,0.264545454,0.019249083,0.024402341,0.013502212,0.020741223,0.10624201,NA,NA,1.497048887,1.512685316,0.045930945,0.009494593,0.035714229
