class,wavelength,r_rs_b_mean,r_rs_b_sd
alaria,442.2,0.0021126651906769357,0.0010633065228310055
alaria,443.8,0.002108043380923583,0.0010580239823793258
alaria,445.4,0.0021343094183697373,0.0010330040113736615
alaria,447,0.0021740109701424586,0.00109144947067774
alaria,448.6,0.002219048946775444,0.0011138502420630805
alaria,450.2,0.002227623763169324,0.0010821696639467164
alaria,451.8,0.002242988157733913,0.0010779551214917624
alaria,453.4,0.0022582565369702145,0.001124321270000569
alaria,455,0.002314126737537159,0.0011809528791513152
alaria,456.6,0.0023124288772525653,0.0011566269577140305
alaria,458.2,0.0023207705671789754,0.0011436567884351857
alaria,459.8,0.002325669324716354,0.0011736915665065397
alaria,461.4,0.0023561094423696595,0.0011842312134990307
alaria,463,0.002328687721915972,0.0011419701160186185
alaria,464.6,0.0023814899545111707,0.0011668749949298055
alaria,466.2,0.002435185048978389,0.0012107097794823898
alaria,467.8,0.002465196623566682,0.0012406284809088391
alaria,469.3,0.002508664253830361,0.0012543755714357046
alaria,470.9,0.0025714948640880053,0.0012726722950451134
alaria,472.5,0.0026341961101403267,0.0013141524250618007
alaria,474.1,0.0027130604018430005,0.0013444532641207927
alaria,475.7,0.0027711328994452253,0.0013837367099303886
alaria,477.3,0.002821168875062784,0.00138041365825522
alaria,478.9,0.002896608316390813,0.0014090273098494044
alaria,480.5,0.002949885932997069,0.0014414866852511033
alaria,482,0.0029893956681199176,0.0014526078114546327
alaria,483.6,0.0030150840479546285,0.0014729886439444088
alaria,485.2,0.0030440205049151463,0.0014900988415038495
alaria,486.8,0.003060401202973719,0.001506899757812159
alaria,488.4,0.003070397995481268,0.0015134843259071587
alaria,490,0.0030823613561408157,0.0015079055297965267
alaria,491.5,0.0030984471678730855,0.0015208742214181303
alaria,493.1,0.0031137757336152823,0.0015102329213878918
alaria,494.7,0.0031184917900122485,0.0015316291260100473
alaria,496.3,0.003154496076405408,0.0015476283237844757
alaria,497.8,0.0031775143098781754,0.0015692436227814268
alaria,499.4,0.0032225341833981612,0.001572644246628858
alaria,501,0.003261671119384538,0.0015855683726229443
alaria,502.6,0.0033165844145147338,0.0016284197214652659
alaria,504.1,0.0034070470834308476,0.0016727488504170644
alaria,505.7,0.003472305854451409,0.001677906748043224
alaria,507.3,0.0035508372091704013,0.0017149068868153737
alaria,508.9,0.0036232417780779854,0.0017378916398914698
alaria,510.5,0.003705571717737931,0.0017794220306427552
alaria,512,0.003798720523585238,0.0018248967331011558
alaria,513.6,0.0038894886749785457,0.001858473158788433
alaria,515.2,0.00399246833372553,0.0018995643434579375
alaria,516.7,0.004096904056859769,0.0019233851133707784
alaria,518.3,0.00420236400796494,0.0019673566994939874
alaria,519.9,0.004298654825856989,0.0020001108784108205
alaria,521.5,0.0044019299178011066,0.0020393116839859293
alaria,523,0.004495050476084309,0.002081112692769458
alaria,524.6,0.004606224815469848,0.002140704107862818
alaria,526.2,0.0047075611637912304,0.0021621185532997053
alaria,527.7,0.0048356519240136606,0.0022140917745139825
alaria,529.3,0.004959616672232564,0.002269601018739907
alaria,530.8,0.005081926881090375,0.002325714650959227
alaria,532.4,0.005203203280576752,0.002380573453827854
alaria,534,0.005344225479589087,0.0024218141181916453
alaria,535.5,0.005475538418026867,0.002472667017647515
alaria,537.1,0.0056319262685346014,0.0025267817210003
alaria,538.7,0.005793329616972457,0.0025933877774053592
