class,wavelength,r_b_mean,r_b_sd
coraline_crustose_algae,698,0.29635992715736903,0.10497556670658362
coraline_crustose_algae,700,0.3404342894929612,0.12395711301885019
coraline_crustose_algae,702,0.38973685850762624,0.14450627837096883
coraline_crustose_algae,704,0.4430694013415438,0.1671752562721811
coraline_crustose_algae,706,0.498878176498523,0.19061159038954184
coraline_crustose_algae,708,0.5567178748826802,0.2148694098179327
coraline_crustose_algae,710,0.6134443104050463,0.23876327752322007
coraline_crustose_algae,712,0.6678834483871918,0.2619891629067899
coraline_crustose_algae,714,0.7180811841101065,0.2842001279853326
coraline_crustose_algae,716,0.7623183485764871,0.30303535478891713
coraline_crustose_algae,718,0.7994362139227636,0.3170758011805023
coraline_crustose_algae,720,0.8308285893847601,0.3294477193550509
coraline_crustose_algae,722,0.8577795799630732,0.34462796025614245
coraline_crustose_algae,724,0.8801021069113213,0.35618227659792995
coraline_crustose_algae,726,0.8982568939603437,0.36636829198797805
coraline_crustose_algae,728,0.9127647834573196,0.3765635512154282
coraline_crustose_algae,730,0.924153293374427,0.3862076710489978
coraline_crustose_algae,732,0.9329214346980779,0.3960469427532647
coraline_crustose_algae,734,0.939519765251742,0.40597923691172044
coraline_crustose_algae,736,0.944341712781949,0.41418551243757906
coraline_crustose_algae,738,0.9477224219113815,0.42228229442208376
coraline_crustose_algae,740,0.9499421124354607,0.4298900069074135
coraline_crustose_algae,742,0.9512317704362068,0.4374710742653786
coraline_crustose_algae,744,0.95177972657916865,0.44509353588931794
coraline_crustose_algae,746,0.9517382396625974,0.45228675036077326
coraline_crustose_algae,748,0.9512296000942082,0.45878574562027136
coraline_crustose_algae,750,0.9503515278481104,0.4649503686937648
coraline_crustose_algae,752,0.9491817986216549,0.4707713429485084
coraline_crustose_algae,754,0.9477821220792478,0.4765046863977823
coraline_crustose_algae,756,0.9462013416378336,0.48200436189104046
coraline_crustose_algae,758,0.9444780435256807,0.48811723702623555
coraline_crustose_algae,760,0.9426426654192599,0.4863819762851312
coraline_crustose_algae,762,0.9407191892293798,0.48187020350940907
coraline_crustose_algae,764,0.9387264930826529,0.48978586315837225
coraline_crustose_algae,766,0.9366794268508214,0.501800056702543
coraline_crustose_algae,768,0.9345896651460264,0.5110547608188186
coraline_crustose_algae,770,0.9324663822244087,0.5153802657171077
coraline_crustose_algae,772,0.9303167849976209,0.5174219031765136
coraline_crustose_algae,774,0.9281465333798112,0.5194867590072638
coraline_crustose_algae,776,0.9259600714132218,0.5212935910086544
coraline_crustose_algae,778,0.9237608878820411,0.5235895879180503
coraline_crustose_algae,780,0.9215517212893478,0.5258789842613681
coraline_crustose_algae,782,0.9193347209884238,0.5279633696393676
coraline_crustose_algae,784,0.917111573794146,0.5300548193374611
coraline_crustose_algae,786,0.9148836034371437,0.5317774170911578
coraline_crustose_algae,788,0.9126518486656585,0.5330322192790652
coraline_crustose_algae,790,0.9104171245669548,0.5344139197263423
coraline_crustose_algae,792,0.9081800707060079,0.5358720364289865
coraline_crustose_algae,794,0.9059411889107705,0.5369944379386113
coraline_crustose_algae,796,0.9037008729278962,0.5381637369287336
coraline_crustose_algae,798,0.901459431696223,0.5390555293127898
coraline_crustose_algae,800,0.8992171076104534,0.5396987567453312
saccharina_latissima,340,0.02857058823529409,0.00991784505419556
saccharina_latissima,342,0.025972499999999992,0.01084726492024603
saccharina_latissima,344,0.02534941176470586,0.011664702619322643
saccharina_latissima,346,0.026756250000000013,0.011065311260025612
saccharina_latissima,348,0.02902705882352942,0.010586864780583197
saccharina_latissima,350,0.027518750000000005,0.008978439887447036
saccharina_latissima,352,0.027461691176470588,0.008350373920996494
saccharina_latissima,354,0.027081911764705886,0.00889158744699338
saccharina_latissima,356,0.02568624999999999,0.00977290818410775
saccharina_latissima,358,0.02441058823529412,0.010364020976235407
saccharina_latissima,360,0.025227352941176475,0.009007759885765276
saccharina_latissima,362,0.025485735294117653,0.008890138223564525
saccharina_latissima,364,0.025956249999999997,0.008474631260414816
saccharina_latissima,366,0.024853970588235304,0.00853739507539875
saccharina_latissima,368,0.02402749999999999,0.00829939945116513
saccharina_latissima,370,0.022877352941176474,0.0076799831804665545
saccharina_latissima,372,0.02314,0.007251327464678452
saccharina_latissima,374,0.023294117647058826,0.007248308477054956
saccharina_latissima,376,0.022851397058823535,0.0076390306433886885
saccharina_latissima,378,0.021509044117647053,0.007407609510513556
saccharina_latissima,380,0.021045588235294115,0.007229563353960408
saccharina_latissima,382,0.0211375,0.006736380936749347
saccharina_latissima,384,0.021177500000000002,0.006703015879065184
saccharina_latissima,386,0.02056117647058824,0.006620081382328357
saccharina_latissima,388,0.02001375,0.006527297548086038
saccharina_latissima,390,0.019330000000000003,0.006542887956590728
saccharina_latissima,392,0.019045,0.006744531059958875
saccharina_latissima,394,0.0190175,0.00705476124684599
saccharina_latissima,396,0.018498235294117652,0.006683366434250308
saccharina_latissima,398,0.01796,0.006439176966041545
saccharina_latissima,400,0.017239999999999995,0.005916438962754536
saccharina_latissima,402,0.0167,0.005807753438292642
saccharina_latissima,404,0.016192352941176474,0.00568495921231408
saccharina_latissima,406,0.015873676470588235,0.005710065088724826
saccharina_latissima,408,0.015451249999999998,0.005688541113501773
saccharina_latissima,410,0.015095000000000003,0.005810371586116499
saccharina_latissima,412,0.014759999999999999,0.005715245852651486
saccharina_latissima,414,0.01442125,0.005678923134604834
saccharina_latissima,416,0.01419625,0.005646262937222282
saccharina_latissima,418,0.014013161764705882,0.005650262382618242
saccharina_latissima,420,0.013953750000000001,0.005725210831270758
saccharina_latissima,422,0.013783749999999999,0.00576256371982124
saccharina_latissima,424,0.01369375,0.005824017486881371
saccharina_latissima,426,0.013572499999999998,0.005814632673264923
saccharina_latissima,428,0.01346691176470588,0.005837804728344402
saccharina_latissima,430,0.013385,0.005978734450115678
saccharina_latissima,432,0.013272500000000001,0.006027640759451413
saccharina_latissima,434,0.01314875,0.0060304669180752495
saccharina_latissima,436,0.0129575,0.0060886395237359885
saccharina_latissima,438,0.0129475,0.0061149560505370775
saccharina_latissima,440,0.01297125,0.006207504908375022
saccharina_latissima,442,0.013032499999999999,0.00622801508307422
saccharina_latissima,444,0.01315625,0.006243139985215771
saccharina_latissima,446,0.013337500000000002,0.006312803210539672
saccharina_latissima,448,0.0135625,0.006385463227127691
saccharina_latissima,450,0.013779999999999999,0.006420046728801902
saccharina_latissima,452,0.01392125,0.006430520488265316
saccharina_latissima,454,0.0140975,0.006513498004144931
saccharina_latissima,456,0.014223749999999999,0.0066083109368052576
saccharina_latissima,458,0.01431375,0.0066056681389924515
saccharina_latissima,460,0.0144125,0.006680902119100383
saccharina_latissima,462,0.014520000000000002,0.006709534959667473
saccharina_latissima,464,0.014669999999999999,0.006763283226362769
saccharina_latissima,466,0.0148275,0.006816291376181039
saccharina_latissima,468,0.015068666666666666,0.006879067120216552
saccharina_latissima,470,0.0153375,0.006941481121219737
saccharina_latissima,472,0.015662500000000003,0.007028720378294331
saccharina_latissima,474,0.016009999999999996,0.007070140502051566
saccharina_latissima,476,0.016390000000000002,0.007141545482246823
saccharina_latissima,478,0.016747500000000002,0.007205489172759196
saccharina_latissima,480,0.01703625,0.007299014541789186
saccharina_latissima,482,0.0173625,0.007401361783482822
saccharina_latissima,484,0.017525,0.007471048286552563
saccharina_latissima,486,0.01768,0.007578802675884891
